index,day,state,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,c_minus_t_raw,c_minus_t_adj
76,2016-01-24,U.S.,45.1,36.2,43.30488,36.36977,8.899999999999999,6.935109999999995
77,2016-01-24,Virginia,52.0,35.0,50.4735,36.13203,17.0,14.341470000000001
78,2016-01-25,Michigan,43.0,41.0,42.14966,42.05508,2.0,0.09458000000000055
79,2016-01-25,U.S.,45.8,36.4,43.99805,36.59398,9.399999999999999,7.404069999999997
80,2016-01-25,Virginia,52.0,35.0,50.4735,36.13203,17.0,14.341470000000001
81,2016-01-26,Michigan,43.0,41.0,42.14966,42.05508,2.0,0.09458000000000055
82,2016-01-26,U.S.,46.5,35.7,44.69149,35.91728,10.799999999999997,8.774210000000004
83,2016-01-26,Virginia,52.0,35.0,50.4735,36.13203,17.0,14.341470000000001
84,2016-01-27,U.S.,46.7,35.6,44.8849,35.84199,11.100000000000001,9.04291
85,2016-01-28,U.S.,46.2,35.5,44.37838,35.7668,10.700000000000003,8.611579999999996
86,2016-01-29,U.S.,46.9,35.3,45.07183,35.59172,11.600000000000001,9.480109999999996
87,2016-01-30,U.S.,44.7,37.1,42.86492,37.41659,7.600000000000001,5.448329999999999
88,2016-01-31,U.S.,42.6,39.0,40.76009,39.34243,3.6000000000000014,1.417659999999998
89,2016-02-01,U.S.,44.3,36.7,42.45362,37.06633,7.599999999999994,5.38729
90,2016-02-02,U.S.,44.4,37.0,42.54664,37.38779,7.399999999999999,5.158849999999994
91,2016-02-03,U.S.,45.5,36.0,43.63861,36.41092,9.5,7.227690000000003
92,2016-02-04,U.S.,45.7,35.7,43.83049,36.13332,10.0,7.69717
93,2016-02-05,U.S.,47.8,33.7,45.92345,34.15584,14.099999999999994,11.767610000000005
94,2016-02-06,U.S.,45.2,36.2,43.31565,36.68004,9.0,6.63561
95,2016-02-07,U.S.,43.7,36.8,41.80786,37.30414,6.900000000000006,4.503720000000001
96,2016-02-08,U.S.,43.2,37.6,41.30009,38.12812,5.600000000000001,3.1719699999999946
97,2016-02-09,U.S.,42.6,38.5,40.69344,39.04954,4.100000000000001,1.6439000000000021
98,2016-02-10,U.S.,43.5,37.8,41.58552,38.37333,5.700000000000003,3.2121899999999997
99,2016-02-11,Ohio,37.0,39.0,36.18552,41.98728,-2.0,-5.801760000000002
100,2016-02-11,U.S.,43.95547310779551,41.231189408139926,42.05749798486395,41.95021248031731,2.7242836996555826,0.10728550454663788
101,2016-02-12,Ohio,37.0,39.0,36.18552,41.98728,-2.0,-5.801760000000002
102,2016-02-12,U.S.,44.34596818473857,41.42800750973226,42.44473902126187,42.160098171111386,2.9179606750063094,0.2846408501504867
103,2016-02-13,Ohio,37.0,39.0,36.18552,41.98728,-2.0,-5.801760000000002
104,2016-02-13,U.S.,44.53625611947868,40.76205208419673,42.62755192679124,41.50341776342703,3.7742040352819464,1.124134163364214
105,2016-02-14,North Carolina,43.0,45.0,39.90517,44.40152,-2.0,-4.49635
106,2016-02-14,Ohio,37.0,39.0,36.18552,41.98728,-2.0,-5.801760000000002
107,2016-02-14,U.S.,43.884734527742495,40.852806901207046,41.964953506464965,41.60133052352286,3.0319276265354476,0.3636229829421082
108,2016-02-15,North Carolina,45.10097616294381,42.899023837056184,42.86486764514302,43.647842073507576,2.2019523258876257,-0.7829744283645519
109,2016-02-15,Ohio,37.0,39.0,36.18552,41.98728,-2.0,-5.801760000000002
110,2016-02-15,U.S.,42.61446978757755,41.089622131143706,40.686212263374074,41.85118760170122,1.5248476564338382,-1.1649753383271453
111,2016-02-16,North Carolina,45.10097616294381,42.899023837056184,42.86486764514302,43.647842073507576,2.2019523258876257,-0.7829744283645519
112,2016-02-16,Ohio,37.0,39.0,36.18552,41.98728,-2.0,-5.801760000000002
113,2016-02-16,U.S.,41.9,37.0,39.91237,37.70285,4.899999999999999,2.209520000000005
114,2016-02-17,North Carolina,47.0,41.0,45.54007,42.96661,6.0,2.573459999999997
115,2016-02-17,Ohio,37.0,39.0,36.18552,41.98728,-2.0,-5.801760000000002
116,2016-02-17,U.S.,41.7,37.3,39.70163,38.02615,4.400000000000006,1.6754800000000003
117,2016-02-18,North Carolina,47.0,41.0,45.54007,42.96661,6.0,2.573459999999997
118,2016-02-18,Ohio,37.0,39.0,36.18552,41.98728,-2.0,-5.801760000000002
119,2016-02-18,U.S.,41.8,37.5,39.78637,38.25203,4.299999999999997,1.5343400000000003
120,2016-02-18,Virginia,48.0,39.0,48.72421,38.74545,9.0,9.978760000000001
121,2016-02-19,North Carolina,47.0,41.0,45.54007,42.96661,6.0,2.573459999999997
122,2016-02-19,Ohio,37.0,39.0,36.18552,41.98728,-2.0,-5.801760000000002
123,2016-02-19,U.S.,43.6,35.5,41.57677,36.27308,8.100000000000001,5.303690000000003
124,2016-02-19,Virginia,48.0,39.0,48.72421,38.74545,9.0,9.978760000000001
125,2016-02-20,New Hampshire,47.0,39.0,44.06945,41.18505,8.0,2.8844000000000065
126,2016-02-20,Ohio,37.0,39.0,36.18552,41.98728,-2.0,-5.801760000000002
127,2016-02-20,U.S.,44.3,37.4,42.26671,38.19465,6.899999999999999,4.0720600000000005
128,2016-02-20,Virginia,48.0,39.0,48.72421,38.74545,9.0,9.978760000000001
129,2016-02-21,New Hampshire,47.0,39.0,44.06945,41.18505,8.0,2.8844000000000065
130,2016-02-21,Texas,44.0,47.0,40.66806,46.52518,-3.0,-5.857120000000002
131,2016-02-21,U.S.,44.3,37.8,42.25777,38.61454,6.5,3.6432300000000026
132,2016-02-21,Virginia,48.0,39.0,48.72421,38.74545,9.0,9.978760000000001
133,2016-02-21,West Virginia,24.0,61.0,23.76412,61.23125,-37.0,-37.467130000000004
134,2016-02-22,Georgia,41.0,50.0,37.52132,49.15626,-9.0,-11.63494
135,2016-02-22,Michigan,44.0,39.0,43.61586,40.59819,5.0,3.0176699999999954
136,2016-02-22,New Hampshire,47.0,39.0,44.06945,41.18505,8.0,2.8844000000000065
137,2016-02-22,Texas,44.0,47.0,40.66806,46.52518,-3.0,-5.857120000000002
138,2016-02-22,U.S.,44.6,38.1,42.54902,38.93575,6.5,3.61327
139,2016-02-22,Virginia,48.0,39.0,48.72421,38.74545,9.0,9.978760000000001
140,2016-02-22,West Virginia,24.0,61.0,23.76412,61.23125,-37.0,-37.467130000000004
141,2016-02-23,Georgia,41.0,50.0,37.52132,49.15626,-9.0,-11.63494
142,2016-02-23,Michigan,44.0,39.0,43.61586,40.59819,5.0,3.0176699999999954
143,2016-02-23,New Hampshire,47.0,39.0,44.06945,41.18505,8.0,2.8844000000000065
144,2016-02-23,U.S.,43.8,38.5,41.74251,39.3539,5.299999999999997,2.38861
145,2016-02-24,Michigan,44.0,39.0,43.61586,40.59819,5.0,3.0176699999999954
146,2016-02-24,New Hampshire,47.0,39.0,44.06945,41.18505,8.0,2.8844000000000065
147,2016-02-24,U.S.,43.6,39.1,41.54047,39.96747,4.5,1.5730000000000004
148,2016-02-25,Michigan,44.0,39.0,43.61586,40.59819,5.0,3.0176699999999954
149,2016-02-25,New Hampshire,47.0,39.0,44.06945,41.18505,8.0,2.8844000000000065
150,2016-02-25,U.S.,44.8,37.6,42.73633,38.48354,7.199999999999996,4.2527900000000045
151,2016-02-26,Colorado,49.0,39.0,45.69468,40.62815,10.0,5.06653
152,2016-02-26,Michigan,44.0,39.0,43.61586,40.59819,5.0,3.0176699999999954
153,2016-02-26,New Hampshire,47.0,39.0,44.06945,41.18505,8.0,2.8844000000000065
154,2016-02-26,U.S.,44.8,37.4,42.73115,38.30077,7.399999999999999,4.4303799999999995
155,2016-02-27,Colorado,49.0,39.0,45.69468,40.62815,10.0,5.06653
156,2016-02-27,Michigan,44.0,39.0,43.61586,40.59819,5.0,3.0176699999999954
157,2016-02-27,New Hampshire,47.0,39.0,44.06945,41.18505,8.0,2.8844000000000065
158,2016-02-27,U.S.,45.9,36.0,43.8215,36.91534,9.899999999999999,6.90616
159,2016-02-28,Colorado,49.0,39.0,45.69468,40.62815,10.0,5.06653
160,2016-02-28,New Hampshire,47.0,39.0,44.06945,41.18505,8.0,2.8844000000000065
161,2016-02-28,U.S.,46.0,36.3,43.91339,37.23425,9.700000000000003,6.679139999999997
162,2016-02-29,Colorado,49.0,39.0,45.69468,40.62815,10.0,5.06653
163,2016-02-29,U.S.,43.45531968592736,35.18156010469088,41.60980367859832,36.27124418190125,8.27375958123648,5.3385594966970675
164,2016-03-01,Pennsylvania,45.0,40.0,42.57873,40.72413,5.0,1.8545999999999978
165,2016-03-01,U.S.,43.286551245903446,34.80228268071724,41.439169460270904,35.90243874440626,8.484268565186209,5.53673071586463
166,2016-03-02,Pennsylvania,45.0,40.0,42.57873,40.72413,5.0,1.8545999999999978
167,2016-03-02,U.S.,46.2,32.2,44.10165,33.18721,14.0,10.914439999999999
168,2016-03-03,Missouri,38.0,43.0,35.43766,42.22971,-5.0,-6.792049999999996
169,2016-03-03,U.S.,44.9,32.0,42.8073,32.99287,12.899999999999999,9.814429999999994
170,2016-03-04,Florida,44.0,45.0,41.29272,45.46555,-1.0,-4.172829999999998
171,2016-03-04,Maine,43.0,34.0,41.56599,36.13324,9.0,5.432749999999999
172,2016-03-04,Missouri,38.0,43.0,35.43766,42.22971,-5.0,-6.792049999999996
173,2016-03-04,U.S.,45.9,32.1,43.81117,33.09582,13.799999999999997,10.715349999999994
174,2016-03-05,Florida,44.0,45.0,41.29272,45.46555,-1.0,-4.172829999999998
175,2016-03-05,Maine,43.0,34.0,41.56599,36.13324,9.0,5.432749999999999
176,2016-03-05,U.S.,47.0,32.1,44.90795,33.10412,14.899999999999999,11.803829999999998
177,2016-03-06,Florida,44.0,45.0,41.29272,45.46555,-1.0,-4.172829999999998
178,2016-03-06,Maine,43.0,34.0,41.56599,36.13324,9.0,5.432749999999999
179,2016-03-06,U.S.,45.2,34.4,43.10374,35.41288,10.800000000000004,7.690860000000001
180,2016-03-07,Arizona,38.0,38.0,37.74706,40.69516,0.0,-2.9481000000000037
181,2016-03-07,Maine,43.0,34.0,41.56599,36.13324,9.0,5.432749999999999
182,2016-03-07,U.S.,43.6,36.9,41.49777,37.92498,6.700000000000003,3.572790000000005
183,2016-03-08,Arizona,38.0,38.0,37.74706,40.69516,0.0,-2.9481000000000037
184,2016-03-08,Maine,43.0,34.0,41.56599,36.13324,9.0,5.432749999999999
185,2016-03-08,U.S.,43.1,38.2,40.99657,39.23371,4.899999999999999,1.7628599999999963
186,2016-03-08,Utah,38.0,36.0,35.06393,36.53675,2.0,-1.4728199999999987
187,2016-03-09,Arizona,38.0,38.0,37.74706,40.69516,0.0,-2.9481000000000037
188,2016-03-09,Maine,43.0,34.0,41.56599,36.13324,9.0,5.432749999999999
189,2016-03-09,North Carolina,42.0,49.0,38.75657,48.77146,-7.0,-10.014889999999994
190,2016-03-09,U.S.,41.9,38.1,39.79499,39.1412,3.799999999999997,0.6537900000000008
191,2016-03-09,Utah,38.0,36.0,35.06393,36.53675,2.0,-1.4728199999999987
192,2016-03-10,Arizona,38.0,38.0,37.74706,40.69516,0.0,-2.9481000000000037
193,2016-03-10,Maine,43.0,34.0,41.56599,36.13324,9.0,5.432749999999999
194,2016-03-10,North Carolina,42.0,49.0,38.75657,48.77146,-7.0,-10.014889999999994
195,2016-03-10,U.S.,41.8,39.4,39.69315,40.44725,2.3999999999999986,-0.754099999999994
196,2016-03-10,Utah,38.0,36.0,35.06393,36.53675,2.0,-1.4728199999999987
197,2016-03-11,Arizona,38.0,38.0,37.74706,40.69516,0.0,-2.9481000000000037
198,2016-03-11,U.S.,44.1,38.8,41.99097,39.85349,5.300000000000004,2.1374799999999965
199,2016-03-11,Utah,38.0,36.0,35.06393,36.53675,2.0,-1.4728199999999987
200,2016-03-12,U.S.,43.1,37.7,40.98823,38.76084,5.399999999999999,2.2273899999999998
201,2016-03-12,Utah,38.0,36.0,35.06393,36.53675,2.0,-1.4728199999999987
202,2016-03-13,Florida,51.7,34.2,48.92886,38.41022,17.5,10.518639999999998
203,2016-03-13,U.S.,44.74150907087317,39.08272867595235,42.05555592752086,41.22606122999152,5.658780394920822,0.8294946975293307
204,2016-03-13,Utah,38.0,36.0,35.06393,36.53675,2.0,-1.4728199999999987
205,2016-03-14,Florida,51.7,34.2,48.92886,38.41022,17.5,10.518639999999998
206,2016-03-14,New York,55.0,36.0,53.38388,35.71469,19.0,17.66919
207,2016-03-14,U.S.,44.974706339619836,39.40112828340496,42.27302133966111,41.58023122912706,5.573578056214879,0.6927901105340567
208,2016-03-14,Utah,38.0,36.0,35.06393,36.53675,2.0,-1.4728199999999987
209,2016-03-15,Florida,51.7,34.2,48.92886,38.41022,17.5,10.518639999999998
210,2016-03-15,New York,55.0,36.0,53.38388,35.71469,19.0,17.66919
211,2016-03-15,U.S.,43.81489086427629,39.51003118163534,41.11324381080512,41.69691585217334,4.30485968264095,-0.5836720413682223
212,2016-03-15,Utah,38.0,36.0,35.06393,36.53675,2.0,-1.4728199999999987
213,2016-03-16,California,57.0,30.0,55.31086,31.70471,27.0,23.60615
214,2016-03-16,Florida,51.7,34.2,48.92886,38.41022,17.5,10.518639999999998
215,2016-03-16,New York,55.0,36.0,53.38388,35.71469,19.0,17.66919
216,2016-03-16,U.S.,42.91382778811467,39.555282947696455,40.208174998598444,41.75702091311972,3.358544840418218,-1.5488459145212716
217,2016-03-17,California,57.0,30.0,55.31086,31.70471,27.0,23.60615
218,2016-03-17,Florida,51.7,34.2,48.92886,38.41022,17.5,10.518639999999998
219,2016-03-17,Missouri,42.0,40.0,39.24209,41.97087,2.0,-2.7287800000000004
220,2016-03-17,U.S.,47.16290096821791,39.90484503617959,44.48186582395053,41.581102018008714,7.258055932038313,2.900763805941808
221,2016-03-18,California,57.0,30.0,55.31086,31.70471,27.0,23.60615
222,2016-03-18,Missouri,42.0,40.0,39.24209,41.97087,2.0,-2.7287800000000004
223,2016-03-18,U.S.,47.272570985335165,39.69423487276659,45.09394191305624,41.6051066981149,7.578336112568561,3.4888352149413335
224,2016-03-19,California,57.0,30.0,55.31086,31.70471,27.0,23.60615
225,2016-03-19,Michigan,47.0,37.0,45.86452,39.08258,10.0,6.781939999999999
226,2016-03-19,Missouri,42.0,40.0,39.24209,41.97087,2.0,-2.7287800000000004
227,2016-03-19,U.S.,48.80672761895498,38.82923484467279,46.694599949552305,40.57566844903451,9.977492774282192,6.11893150051779
228,2016-03-20,California,57.0,30.0,55.31086,31.70471,27.0,23.60615
229,2016-03-20,Michigan,47.0,37.0,45.86452,39.08258,10.0,6.781939999999999
230,2016-03-20,Missouri,42.0,40.0,39.24209,41.97087,2.0,-2.7287800000000004
231,2016-03-20,U.S.,48.863722670516424,39.040018700278615,46.7534815116947,40.790248662555584,9.823703970237805,5.963232849139116
232,2016-03-20,Wisconsin,47.0,38.0,45.03646,37.52073,9.0,7.515729999999998
233,2016-03-21,California,57.0,30.0,55.31086,31.70471,27.0,23.60615
234,2016-03-21,Michigan,47.0,37.0,45.86452,39.08258,10.0,6.781939999999999
235,2016-03-21,Missouri,42.0,40.0,39.24209,41.97087,2.0,-2.7287800000000004
236,2016-03-21,U.S.,50.291441294157124,37.638810244290816,48.1715868689147,39.340063315916595,12.652631049866308,8.831523552998107
237,2016-03-21,Wisconsin,47.0,38.0,45.03646,37.52073,9.0,7.515729999999998
238,2016-03-22,California,57.0,30.0,55.31086,31.70471,27.0,23.60615
239,2016-03-22,Michigan,47.0,37.0,45.86452,39.08258,10.0,6.781939999999999
240,2016-03-22,Missouri,42.0,40.0,39.24209,41.97087,2.0,-2.7287800000000004
241,2016-03-22,U.S.,50.270717842206295,37.66126921537541,48.155242576474514,39.36538387340953,12.609448626830886,8.789858703064988
242,2016-03-22,Wisconsin,47.0,38.0,45.03646,37.52073,9.0,7.515729999999998
243,2016-03-23,California,57.0,30.0,55.31086,31.70471,27.0,23.60615
244,2016-03-23,Michigan,49.0,38.0,45.27774,37.67109,11.0,7.606650000000002
245,2016-03-23,Missouri,42.0,40.0,39.24209,41.97087,2.0,-2.7287800000000004
246,2016-03-23,U.S.,49.95130179592727,37.68425991722848,47.77340450985134,39.54955973684668,12.267041878698791,8.223844773004659
247,2016-03-23,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
248,2016-03-24,Michigan,49.0,38.0,45.27774,37.67109,11.0,7.606650000000002
249,2016-03-24,Missouri,42.0,40.0,39.24209,41.97087,2.0,-2.7287800000000004
250,2016-03-24,U.S.,50.383387250520386,36.57096141698154,48.2404463155884,38.83385994750107,13.812425833538853,9.406586368087329
251,2016-03-24,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
252,2016-03-25,U.S.,47.9,33.1,45.9277,34.35698,14.799999999999997,11.570720000000001
253,2016-03-25,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
254,2016-03-26,U.S.,47.7,33.2,45.74762,34.46983,14.5,11.277789999999996
255,2016-03-26,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
256,2016-03-27,U.S.,47.2,32.4,45.27006,33.68008,14.800000000000004,11.589980000000004
257,2016-03-27,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
258,2016-03-28,U.S.,45.8,33.6,43.87563,34.90994,12.199999999999996,8.965690000000002
259,2016-03-28,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
260,2016-03-28,Wisconsin,49.0,35.0,48.24413,36.68616,14.0,11.557969999999997
261,2016-03-29,U.S.,44.1,33.6,42.18518,34.93524,10.5,7.249940000000002
262,2016-03-29,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
263,2016-03-29,Wisconsin,49.0,35.0,48.24413,36.68616,14.0,11.557969999999997
264,2016-03-30,California,60.0,26.0,57.04154,26.44514,34.0,30.5964
265,2016-03-30,Pennsylvania,45.0,42.0,43.71471,42.46722,3.0,1.247489999999999
266,2016-03-30,U.S.,43.6,34.0,41.70235,35.34445,9.600000000000001,6.357900000000001
267,2016-03-30,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
268,2016-03-30,Wisconsin,48.072522291254,35.927477708746,46.83846797156728,36.69345924956783,12.145044582508001,10.145008721999451
269,2016-03-31,California,60.0,26.0,57.04154,26.44514,34.0,30.5964
270,2016-03-31,Georgia,50.0,37.0,48.55048,39.85888,13.0,8.691600000000001
271,2016-03-31,Pennsylvania,45.0,42.0,43.71471,42.46722,3.0,1.247489999999999
272,2016-03-31,U.S.,45.15864448379702,37.51417688394573,43.79661801846204,39.278609426634944,7.6444675998512865,4.5180085918270985
273,2016-03-31,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
274,2016-03-31,Wisconsin,47.0,37.0,45.21298,36.7019,10.0,8.51108
275,2016-04-01,California,60.0,26.0,57.04154,26.44514,34.0,30.5964
276,2016-04-01,Georgia,50.0,37.0,48.55048,39.85888,13.0,8.691600000000001
277,2016-04-01,Pennsylvania,45.0,42.0,43.71471,42.46722,3.0,1.247489999999999
278,2016-04-01,U.S.,44.65331222049143,38.354048269489525,43.30705022515256,40.127054758029324,6.299263951001903,3.1799954671232333
279,2016-04-01,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
280,2016-04-01,Wisconsin,47.0,37.0,45.21298,36.7019,10.0,8.51108
281,2016-04-02,California,60.0,26.0,57.04154,26.44514,34.0,30.5964
282,2016-04-02,Georgia,50.0,37.0,48.55048,39.85888,13.0,8.691600000000001
283,2016-04-02,Pennsylvania,45.0,42.0,43.71471,42.46722,3.0,1.247489999999999
284,2016-04-02,U.S.,44.757053242726855,37.81542691145933,43.41808263743894,39.58909728933708,6.941626331267529,3.8289853481018628
285,2016-04-02,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
286,2016-04-02,Wisconsin,47.0,37.0,45.21298,36.7019,10.0,8.51108
287,2016-04-03,California,60.0,26.0,57.04154,26.44514,34.0,30.5964
288,2016-04-03,Georgia,50.0,37.0,48.55048,39.85888,13.0,8.691600000000001
289,2016-04-03,Pennsylvania,45.0,42.0,43.71471,42.46722,3.0,1.247489999999999
290,2016-04-03,U.S.,45.11077494630073,37.62873319013527,43.785128165761,39.40934875835062,7.4820417561654535,4.3757794074103815
291,2016-04-03,Virginia,44.0,35.0,44.04663,37.0409,9.0,7.00573
292,2016-04-03,Wisconsin,47.0,37.0,45.21298,36.7019,10.0,8.51108
293,2016-04-04,New York,53.0,37.0,52.7758,39.08171,16.0,13.694089999999996
