index,day,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,c_minus_t_raw,c_minus_t_adj
240,2016-08-04,45.65123126682482,36.844871621870844,46.49677586547951,41.018615686122956,8.806359644953972,5.478160179356563
241,2016-08-05,44.813949385195606,36.533178314692215,46.28569507426528,40.985645753889166,8.28077107050339,5.30004932037611
242,2016-08-06,44.239517453587595,37.25814865716921,45.71203163884032,41.70568008249677,6.981368796418387,4.006351556343562
243,2016-08-07,44.459583775697695,37.29159573323259,45.938053402829844,41.73383994554162,7.167988042465108,4.204213457288227
244,2016-08-08,42.55646545173929,37.44605426076951,44.40894646049646,41.966300095639006,5.110411190969779,2.442646364857442
245,2016-08-09,41.7,35.0,43.47173,39.58154,6.700000000000003,3.890190000000004
246,2016-08-10,41.4,34.6,43.19329,39.16596,6.799999999999997,4.027329999999999
247,2016-08-11,40.4,34.4,42.21324,38.94485,6.0,3.2683899999999966
248,2016-08-12,40.0,35.2,41.85073,39.70427,4.799999999999997,2.1464599999999976
249,2016-08-13,39.5,35.4,41.41698,39.8439,4.100000000000001,1.5730800000000045
250,2016-08-14,40.6,33.6,42.59361,37.96601,7.0,4.627600000000001
251,2016-08-15,40.0,34.7,42.08669,38.9705,5.299999999999997,3.116189999999996
252,2016-08-16,41.9,34.2,44.085,38.3578,7.699999999999996,5.727200000000003
253,2016-08-17,41.4,33.5,43.67303,37.54797,7.899999999999999,6.125059999999998
254,2016-08-18,43.332633585152195,35.77684478020293,45.976923573620404,39.243882278211466,7.555788804949267,6.733041295408931
255,2016-08-19,42.86031520935317,36.371978963638284,45.53375721002502,39.801942572651406,6.488336245714889,5.7318146373736285
256,2016-08-20,42.10458812449064,37.112696360731,44.79693042443243,40.51053618809061,4.991891763759636,4.28639423634182
257,2016-08-21,42.335625756195185,37.25210547542321,45.045293273224566,40.625385834280344,5.083520280771975,4.419907438944224
258,2016-08-22,41.93951667819736,37.70852539792356,44.650366112550095,41.07502312143948,4.230991280273795,3.575342991110613
259,2016-08-23,41.83510397775621,38.43821637231068,44.54756064589806,41.787815585396004,3.3968876054455275,2.759745060502055
260,2016-08-24,42.01827247752543,37.21772635629146,44.695621639487605,40.71074649159339,4.800546121233981,3.984875147894212
261,2016-08-25,42.12020174722613,37.27987359255806,44.37413384797891,40.86860784378662,4.8403281546680645,3.5055260041922915
262,2016-08-26,41.175036825797264,37.81536326911345,43.785613300137015,41.26327293313247,3.3596735566838176,2.522340367004556
263,2016-08-27,41.33577603052354,37.75024005164071,43.9503726989074,41.189134108074406,3.5855359788828345,2.7612385908330004
264,2016-08-28,41.45535040804785,37.453107428874766,44.071673398042265,40.88430892856822,4.002242979173082,3.187364469474056
265,2016-08-29,40.2160923668287,37.4852286231775,43.362252731704736,41.059786071993415,2.7308637436512,2.302466659711321
266,2016-08-30,39.741543660777715,37.675814891468356,43.17385893915768,41.08292619954894,2.065728769309358,2.0909327396087347
267,2016-08-31,41.22414691348464,39.42936626954347,44.3352019295249,42.45172210412008,1.7947806439411684,1.88347982540482
268,2016-09-01,41.33561135560446,40.680749841984635,44.13018847758726,43.26824258026983,0.6548615136198249,0.8619458973174365
269,2016-09-02,42.63904318153175,39.86507619140735,44.9155612944813,42.198928745949736,2.773966990124396,2.7166325485315634
270,2016-09-03,42.17268210695421,40.13361698303432,44.44483905867908,42.45609305530788,2.0390651239198987,1.9887460033711968
271,2016-09-04,41.81451207240375,40.84215038986813,44.08118277858187,43.15099866162911,0.972361682535621,0.9301841169527663
272,2016-09-05,40.517369334177786,40.8304341031189,42.23678371598072,43.59640083371185,-0.3130647689411107,-1.3596171177311307
273,2016-09-06,41.353203112031714,40.37664919795548,43.06662121346811,43.11889219659522,0.9765539140762424,-0.052270983127098214
274,2016-09-07,42.18545319382147,39.6335951739062,43.895363905816396,42.350368433655305,2.551858019915274,1.544995472161094
275,2016-09-08,41.77528200851721,39.48927174694241,43.89572512831347,42.01093573714671,2.286010261574801,1.8847893911667657
276,2016-09-09,41.38908328148829,39.16721248432913,43.995858724819676,41.96933416347865,2.221870797159162,2.026524561341028
277,2016-09-10,41.74651897020264,39.201509641781016,44.34649404840662,41.991623841014025,2.5450093284216138,2.354870207392596
278,2016-09-11,41.37903690914956,39.85537086409848,44.17333328782539,42.72534375898377,1.5236660450510813,1.4479895288416216
279,2016-09-12,41.54072644224353,39.50835651561378,44.33085363696939,42.365947069521766,2.032369926629757,1.9649065674476247
280,2016-09-13,41.08064897460081,39.8038481200421,43.865482607593066,42.64986267123598,1.2768008545587148,1.215619936357082
281,2016-09-14,39.7850545278005,39.84152885145224,42.63122440344862,42.84389330988971,-0.05647432365174581,-0.2126689064410822
282,2016-09-15,42.36840517222144,39.069252495467865,43.99634736785617,42.37205146273545,3.299152676753581,1.62429590512072
283,2016-09-16,42.5078538934688,37.8855241281275,44.17840066548873,41.2892814503863,4.6223297653413,2.88911921510243
284,2016-09-17,42.75100226863912,38.17745912380646,44.41656170656968,41.57206991071629,4.573543144832662,2.8444917958534006
285,2016-09-18,43.78957165439148,38.80983482100965,45.55507790439536,41.83359454894475,4.979736833381833,3.721483355450618
286,2016-09-19,43.961743897506246,39.66230526494594,45.54095271567806,42.496968947229654,4.299438632560306,3.043983768448411
287,2016-09-20,44.52576280297057,40.63745943589215,46.041838947031,42.958812938827265,3.888303367078414,3.0830260082037415
288,2016-09-21,43.86049612349079,41.9707110955821,45.69478736117718,44.13145680231022,1.8897850279086899,1.5633305588669533
289,2016-09-22,43.98999173239062,42.005080189746174,45.79396972507409,44.15716479450234,1.9849115426444472,1.6368049305717438
290,2016-09-23,42.70357667230596,41.16526934516574,44.65865505387033,43.59153210924315,1.5383073271402166,1.067122944627194
291,2016-09-24,42.713257300086994,41.15609625396564,44.63360152684819,43.59915715853667,1.5571610461213536,1.0344443683115134
292,2016-09-25,43.259899856738215,40.54876200847671,45.00976702692653,42.98391969641186,2.711137848261507,2.0258473305146696
293,2016-09-26,40.3,37.9,41.91313,40.7762,2.3999999999999986,1.1369299999999996
